Grid,Lat,Lon,Grid_Number,,
grid1140,20,120,1140,,
grid1141,20,122,1141,,
grid1142,20,124,1142,,
grid1143,20,126,1143,,
grid1144,20,128,1144,,
grid1145,20,130,1145,,
grid1146,20,132,1146,,
grid1147,20,134,1147,,
grid1148,20,136,1148,,
grid1149,20,138,1149,,
grid1150,20,140,1150,,
grid1151,20,142,1151,,
grid1152,20,144,1152,,
grid1153,20,146,1153,,
grid1154,20,148,1154,,
grid1155,20,150,1155,,
grid1156,20,152,1156,,
grid1157,20,154,1157,,
grid1158,20,156,1158,,
grid1159,20,158,1159,,
grid1160,20,160,1160,,
grid1161,20,162,1161,,
grid1162,20,164,1162,,
grid1163,20,166,1163,,
grid1164,20,168,1164,,
grid1165,20,170,1165,,
grid1166,20,172,1166,,
grid1167,20,174,1167,,
grid1168,20,176,1168,,
grid1169,20,178,1169,,
grid1170,20,180,1170,,
grid1171,20,182,1171,,
grid1172,20,184,1172,,
grid1173,20,186,1173,,
grid1174,20,188,1174,,
grid1175,20,190,1175,,
grid1176,20,192,1176,,
grid1177,20,194,1177,,
grid1178,20,196,1178,,
grid1179,20,198,1179,,
grid1180,20,200,1180,,
grid1181,20,202,1181,,
grid1182,20,204,1182,,
grid1183,20,206,1183,,
grid1184,20,208,1184,,
grid1185,20,210,1185,,
grid1186,20,212,1186,,
grid1187,20,214,1187,,
grid1188,20,216,1188,,
grid1189,20,218,1189,,
grid1190,20,220,1190,,
grid1191,20,222,1191,,
grid1192,20,224,1192,,
grid1193,20,226,1193,,
grid1194,20,228,1194,,
grid1195,20,230,1195,,
grid1196,20,232,1196,,
grid1197,20,234,1197,,
grid1198,20,236,1198,,
grid1199,20,238,1199,,
grid1200,20,240,1200,,
grid1201,20,242,1201,,
grid1202,20,244,1202,,
grid1203,20,246,1203,,
grid1204,20,248,1204,,
grid1205,20,250,1205,,
grid1206,20,252,1206,,
grid1207,20,254,1207,,
grid1208,20,264,1208,,
grid1209,20,266,1209,,
grid1210,20,268,1210,,
grid1211,20,270,1211,,
grid1212,20,274,1212,,
grid1213,20,276,1213,,
grid1214,20,278,1214,,
grid1215,20,280,1215,,
grid1216,20,282,1216,,
grid1217,20,284,1217,,
grid1218,20,286,1218,,
grid1219,20,288,1219,,
grid1220,20,290,1220,,
grid1221,20,292,1221,,
grid1222,20,294,1222,,
grid1223,20,296,1223,,
grid1224,20,298,1224,,
grid1225,20,300,1225,,
grid1226,20,302,1226,,
grid1227,20,304,1227,,
grid1228,20,306,1228,,
grid1229,20,308,1229,,
grid1230,20,310,1230,,
grid1231,20,312,1231,,
grid1232,20,314,1232,,
grid1233,20,316,1233,,
grid1234,20,318,1234,,
grid1235,20,320,1235,,
grid1236,20,322,1236,,
grid1237,20,324,1237,,
grid1238,20,326,1238,,
grid1239,20,328,1239,,
grid1240,20,330,1240,,
grid1241,20,332,1241,,
grid1242,20,334,1242,,
grid1243,20,336,1243,,
grid1244,20,338,1244,,
grid1245,20,340,1245,,
grid1246,20,342,1246,,
grid1247,20,344,1247,,
grid1248,18,40,1248,,
grid1249,18,42,1249,,
grid1250,18,56,1250,,
grid1251,18,58,1251,,
grid1252,18,60,1252,,
grid1253,18,62,1253,,
grid1254,18,64,1254,,
grid1255,18,66,1255,,
grid1256,18,68,1256,,
grid1257,18,70,1257,,
grid1258,18,72,1258,,
grid1259,18,84,1259,,
grid1260,18,86,1260,,
grid1261,18,88,1261,,
grid1262,18,90,1262,,
grid1263,18,92,1263,,
grid1264,18,94,1264,,
grid1265,18,108,1265,,
grid1266,18,110,1266,,
grid1267,18,112,1267,,
grid1268,18,114,1268,,
grid1269,18,116,1269,,
grid1270,18,118,1270,,
grid1271,18,120,1271,,
grid1272,18,124,1272,,
grid1273,18,126,1273,,
grid1274,18,128,1274,,
grid1275,18,130,1275,,
grid1276,18,132,1276,,
grid1277,18,134,1277,,
grid1278,18,136,1278,,
grid1279,18,138,1279,,
grid1280,18,140,1280,,
grid1281,18,142,1281,,
grid1282,18,144,1282,,
grid1283,18,146,1283,,
grid1284,18,148,1284,,
grid1285,18,150,1285,,
grid1286,18,152,1286,,
grid1287,18,154,1287,,
grid1288,18,156,1288,,
grid1289,18,158,1289,,
grid1290,18,160,1290,,
grid1291,18,162,1291,,
grid1292,18,164,1292,,
grid1293,18,166,1293,,
grid1294,18,168,1294,,
grid1295,18,170,1295,,
grid1296,18,172,1296,,
grid1297,18,174,1297,,
grid1298,18,176,1298,,
grid1299,18,178,1299,,
grid1300,18,180,1300,,
grid1301,18,182,1301,,
grid1302,18,184,1302,,
grid1303,18,186,1303,,
grid1304,18,188,1304,,
grid1305,18,190,1305,,
grid1306,18,192,1306,,
grid1307,18,194,1307,,
grid1308,18,196,1308,,
grid1309,18,198,1309,,
grid1310,18,200,1310,,
grid1311,18,202,1311,,
grid1312,18,204,1312,,
grid1313,18,206,1313,,
grid1314,18,208,1314,,
grid1315,18,210,1315,,
grid1316,18,212,1316,,
grid1317,18,214,1317,,
grid1318,18,216,1318,,
grid1319,18,218,1319,,
grid1320,18,220,1320,,
grid1321,18,222,1321,,
grid1322,18,224,1322,,
grid1323,18,226,1323,,
grid1324,18,228,1324,,
grid1325,18,230,1325,,
grid1326,18,232,1326,,
grid1327,18,234,1327,,
grid1328,18,236,1328,,
grid1329,18,238,1329,,
grid1330,18,240,1330,,
grid1331,18,242,1331,,
grid1332,18,244,1332,,
grid1333,18,246,1333,,
grid1334,18,248,1334,,
grid1335,18,250,1335,,
grid1336,18,252,1336,,
grid1337,18,254,1337,,
grid1338,18,256,1338,,
grid1339,18,258,1339,,
grid1340,18,272,1340,,
grid1341,18,274,1341,,
grid1342,18,276,1342,,
grid1343,18,278,1343,,
grid1344,18,280,1344,,
grid1345,18,282,1345,,
grid1346,18,284,1346,,
grid1347,18,286,1347,,
grid1348,18,288,1348,,
grid1349,18,290,1349,,
grid1350,18,292,1350,,
grid1351,18,294,1351,,
grid1352,18,296,1352,,
grid1353,18,298,1353,,
grid1354,18,300,1354,,
grid1355,18,302,1355,,
grid1356,18,304,1356,,
grid1357,18,306,1357,,
grid1358,18,308,1358,,
grid1359,18,310,1359,,
grid1360,18,312,1360,,
grid1361,18,314,1361,,
grid1362,18,316,1362,,
grid1363,18,318,1363,,
grid1364,18,320,1364,,
grid1365,18,322,1365,,
grid1366,18,324,1366,,
grid1367,18,326,1367,,
grid1368,18,328,1368,,
grid1369,18,330,1369,,
grid1370,18,332,1370,,
grid1371,18,334,1371,,
grid1372,18,336,1372,,
grid1373,18,338,1373,,
grid1374,18,340,1374,,
grid1375,18,342,1375,,
grid1376,18,344,1376,,
grid1377,16,40,1377,,
grid1378,16,42,1378,,
grid1379,16,52,1379,,
grid1380,16,54,1380,,
grid1381,16,56,1381,,
grid1382,16,58,1382,,
grid1383,16,60,1383,,
grid1384,16,62,1384,,
grid1385,16,64,1385,,
grid1386,16,66,1386,,
grid1387,16,68,1387,,
grid1388,16,70,1388,,
grid1389,16,72,1389,,
grid1390,16,74,1390,,
grid1391,16,82,1391,,
grid1392,16,84,1392,,
grid1393,16,86,1393,,
grid1394,16,88,1394,,
grid1395,16,90,1395,,
grid1396,16,92,1396,,
grid1397,16,94,1397,,
grid1398,16,96,1398,,
grid1399,16,98,1399,,
grid1400,16,110,1400,,
grid1401,16,112,1401,,
grid1402,16,114,1402,,
grid1403,16,116,1403,,
grid1404,16,118,1404,,
grid1405,16,120,1405,,
grid1406,16,122,1406,,
grid1407,16,124,1407,,
grid1408,16,126,1408,,
grid1409,16,128,1409,,
grid1410,16,130,1410,,
grid1411,16,132,1411,,
grid1412,16,134,1412,,
grid1413,16,136,1413,,
grid1414,16,138,1414,,
grid1415,16,140,1415,,
grid1416,16,142,1416,,
grid1417,16,144,1417,,
grid1418,16,146,1418,,
grid1419,16,148,1419,,
grid1420,16,150,1420,,
grid1421,16,152,1421,,
grid1422,16,154,1422,,
grid1423,16,156,1423,,
grid1424,16,158,1424,,
grid1425,16,160,1425,,
grid1426,16,162,1426,,
grid1427,16,164,1427,,
grid1428,16,166,1428,,
grid1429,16,168,1429,,
grid1430,16,170,1430,,
grid1431,16,172,1431,,
grid1432,16,174,1432,,
grid1433,16,176,1433,,
grid1434,16,178,1434,,
grid1435,16,180,1435,,
grid1436,16,182,1436,,
grid1437,16,184,1437,,
grid1438,16,186,1438,,
grid1439,16,188,1439,,
grid1440,16,190,1440,,
grid1441,16,192,1441,,
grid1442,16,194,1442,,
grid1443,16,196,1443,,
grid1444,16,198,1444,,
grid1445,16,200,1445,,
grid1446,16,202,1446,,
grid1447,16,204,1447,,
grid1448,16,206,1448,,
grid1449,16,208,1449,,
grid1450,16,210,1450,,
grid1451,16,212,1451,,
grid1452,16,214,1452,,
grid1453,16,216,1453,,
grid1454,16,218,1454,,
grid1455,16,220,1455,,
grid1456,16,222,1456,,
grid1457,16,224,1457,,
grid1458,16,226,1458,,
grid1459,16,228,1459,,
grid1460,16,230,1460,,
grid1461,16,232,1461,,
grid1462,16,234,1462,,
grid1463,16,236,1463,,
grid1464,16,238,1464,,
grid1465,16,240,1465,,
grid1466,16,242,1466,,
grid1467,16,244,1467,,
grid1468,16,246,1468,,
grid1469,16,248,1469,,
grid1470,16,250,1470,,
grid1471,16,252,1471,,
grid1472,16,254,1472,,
grid1473,16,256,1473,,
grid1474,16,258,1474,,
grid1475,16,260,1475,,
grid1476,16,262,1476,,
grid1477,16,264,1477,,
grid1478,16,266,1478,,
grid1479,16,278,1479,,
grid1480,16,280,1480,,
grid1481,16,282,1481,,
grid1482,16,284,1482,,
grid1483,16,286,1483,,
grid1484,16,288,1484,,
grid1485,16,290,1485,,
grid1486,16,292,1486,,
grid1487,16,294,1487,,
grid1488,16,296,1488,,
grid1489,16,298,1489,,
grid1490,16,300,1490,,
grid1491,16,302,1491,,
grid1492,16,304,1492,,
grid1493,16,306,1493,,
grid1494,16,308,1494,,
grid1495,16,310,1495,,
grid1496,16,312,1496,,
grid1497,16,314,1497,,
grid1498,16,316,1498,,
grid1499,16,318,1499,,
grid1500,16,320,1500,,
grid1501,16,322,1501,,
grid1502,16,324,1502,,
grid1503,16,326,1503,,
grid1504,16,328,1504,,
grid1505,16,330,1505,,
grid1506,16,332,1506,,
grid1507,16,334,1507,,
grid1508,16,336,1508,,
grid1509,16,338,1509,,
grid1510,16,340,1510,,
grid1511,16,342,1511,,
grid1512,16,344,1512,,
grid1513,14,44,1513,,
grid1514,14,46,1514,,
grid1515,14,48,1515,,
grid1516,14,50,1516,,
grid1517,14,52,1517,,
grid1518,14,54,1518,,
grid1519,14,56,1519,,
grid1520,14,58,1520,,
grid1521,14,60,1521,,
grid1522,14,62,1522,,
grid1523,14,64,1523,,
grid1524,14,66,1524,,
grid1525,14,68,1525,,
grid1526,14,70,1526,,
grid1527,14,72,1527,,
grid1528,14,74,1528,,
grid1529,14,82,1529,,
grid1530,14,84,1530,,
grid1531,14,86,1531,,
grid1532,14,88,1532,,
grid1533,14,90,1533,,
grid1534,14,92,1534,,
grid1535,14,94,1535,,
grid1536,14,96,1536,,
grid1537,14,98,1537,,
grid1538,14,110,1538,,
grid1539,14,112,1539,,
grid1540,14,114,1540,,
grid1541,14,116,1541,,
grid1542,14,118,1542,,
grid1543,14,120,1543,,
grid1544,14,122,1544,,
grid1545,14,124,1545,,
grid1546,14,126,1546,,
grid1547,14,128,1547,,
grid1548,14,130,1548,,
grid1549,14,132,1549,,
grid1550,14,134,1550,,
grid1551,14,136,1551,,
grid1552,14,138,1552,,
grid1553,14,140,1553,,
grid1554,14,142,1554,,
grid1555,14,144,1555,,
grid1556,14,146,1556,,
grid1557,14,148,1557,,
grid1558,14,150,1558,,
grid1559,14,152,1559,,
grid1560,14,154,1560,,
grid1561,14,156,1561,,
grid1562,14,158,1562,,
grid1563,14,160,1563,,
grid1564,14,162,1564,,
grid1565,14,164,1565,,
grid1566,14,166,1566,,
grid1567,14,168,1567,,
grid1568,14,170,1568,,
grid1569,14,172,1569,,
grid1570,14,174,1570,,
grid1571,14,176,1571,,
grid1572,14,178,1572,,
grid1573,14,180,1573,,
grid1574,14,182,1574,,
grid1575,14,184,1575,,
grid1576,14,186,1576,,
grid1577,14,188,1577,,
grid1578,14,190,1578,,
grid1579,14,192,1579,,
grid1580,14,194,1580,,
grid1581,14,196,1581,,
grid1582,14,198,1582,,
grid1583,14,200,1583,,
grid1584,14,202,1584,,
grid1585,14,204,1585,,
grid1586,14,206,1586,,
grid1587,14,208,1587,,
grid1588,14,210,1588,,
grid1589,14,212,1589,,
grid1590,14,214,1590,,
grid1591,14,216,1591,,
grid1592,14,218,1592,,
grid1593,14,220,1593,,
grid1594,14,222,1594,,
grid1595,14,224,1595,,
grid1596,14,226,1596,,
grid1597,14,228,1597,,
grid1598,14,230,1598,,
grid1599,14,232,1599,,
grid1600,14,234,1600,,
grid1601,14,236,1601,,
grid1602,14,238,1602,,
grid1603,14,240,1603,,
grid1604,14,242,1604,,
grid1605,14,244,1605,,
grid1606,14,246,1606,,
grid1607,14,248,1607,,
grid1608,14,250,1608,,
grid1609,14,252,1609,,
grid1610,14,254,1610,,
grid1611,14,256,1611,,
grid1612,14,258,1612,,
grid1613,14,260,1613,,
grid1614,14,262,1614,,
grid1615,14,264,1615,,
grid1616,14,266,1616,,
grid1617,14,268,1617,,
grid1618,14,270,1618,,
grid1619,14,272,1619,,
grid1620,14,278,1620,,
grid1621,14,280,1621,,
grid1622,14,282,1622,,
grid1623,14,284,1623,,
grid1624,14,286,1624,,
grid1625,14,288,1625,,
grid1626,14,290,1626,,
grid1627,14,292,1627,,
grid1628,14,294,1628,,
grid1629,14,296,1629,,
grid1630,14,298,1630,,
grid1631,14,300,1631,,
grid1632,14,302,1632,,
grid1633,14,304,1633,,
grid1634,14,306,1634,,
grid1635,14,308,1635,,
grid1636,14,310,1636,,
grid1637,14,312,1637,,
grid1638,14,314,1638,,
grid1639,14,316,1639,,
grid1640,14,318,1640,,
grid1641,14,320,1641,,
grid1642,14,322,1642,,
grid1643,14,324,1643,,
grid1644,14,326,1644,,
grid1645,14,328,1645,,
grid1646,14,330,1646,,
grid1647,14,332,1647,,
grid1648,14,334,1648,,
grid1649,14,336,1649,,
grid1650,14,338,1650,,
grid1651,14,340,1651,,
grid1652,14,342,1652,,
grid1653,14,344,1653,,
grid1654,12,44,1654,,
grid1655,12,46,1655,,
grid1656,12,48,1656,,
grid1657,12,50,1657,,
grid1658,12,52,1658,,
grid1659,12,54,1659,,
grid1660,12,56,1660,,
grid1661,12,58,1661,,
grid1662,12,60,1662,,
grid1663,12,62,1663,,
grid1664,12,64,1664,,
grid1665,12,66,1665,,
grid1666,12,68,1666,,
grid1667,12,70,1667,,
grid1668,12,72,1668,,
grid1669,12,74,1669,,
grid1670,12,76,1670,,
grid1671,12,82,1671,,
grid1672,12,84,1672,,
grid1673,12,86,1673,,
grid1674,12,88,1674,,
grid1675,12,90,1675,,
grid1676,12,92,1676,,
grid1677,12,94,1677,,
grid1678,12,96,1678,,
grid1679,12,98,1679,,
grid1680,12,100,1680,,
grid1681,12,102,1681,,
grid1682,12,110,1682,,
grid1683,12,112,1683,,
grid1684,12,114,1684,,
grid1685,12,116,1685,,
grid1686,12,118,1686,,
grid1687,12,120,1687,,
grid1688,12,122,1688,,
grid1689,12,124,1689,,
grid1690,12,126,1690,,
grid1691,12,128,1691,,
grid1692,12,130,1692,,
grid1693,12,132,1693,,
grid1694,12,134,1694,,
grid1695,12,136,1695,,
grid1696,12,138,1696,,
grid1697,12,140,1697,,
grid1698,12,142,1698,,
grid1699,12,144,1699,,
grid1700,12,146,1700,,
grid1701,12,148,1701,,
grid1702,12,150,1702,,
grid1703,12,152,1703,,
grid1704,12,154,1704,,
grid1705,12,156,1705,,
grid1706,12,158,1706,,
grid1707,12,160,1707,,
grid1708,12,162,1708,,
grid1709,12,164,1709,,
grid1710,12,166,1710,,
grid1711,12,168,1711,,
grid1712,12,170,1712,,
grid1713,12,172,1713,,
grid1714,12,174,1714,,
grid1715,12,176,1715,,
grid1716,12,178,1716,,
grid1717,12,180,1717,,
grid1718,12,182,1718,,
grid1719,12,184,1719,,
grid1720,12,186,1720,,
grid1721,12,188,1721,,
grid1722,12,190,1722,,
grid1723,12,192,1723,,
grid1724,12,194,1724,,
grid1725,12,196,1725,,
grid1726,12,198,1726,,
grid1727,12,200,1727,,
grid1728,12,202,1728,,
grid1729,12,204,1729,,
grid1730,12,206,1730,,
grid1731,12,208,1731,,
grid1732,12,210,1732,,
grid1733,12,212,1733,,
grid1734,12,214,1734,,
grid1735,12,216,1735,,
grid1736,12,218,1736,,
grid1737,12,220,1737,,
grid1738,12,222,1738,,
grid1739,12,224,1739,,
grid1740,12,226,1740,,
grid1741,12,228,1741,,
grid1742,12,230,1742,,
grid1743,12,232,1743,,
grid1744,12,234,1744,,
grid1745,12,236,1745,,
grid1746,12,238,1746,,
grid1747,12,240,1747,,
grid1748,12,242,1748,,
grid1749,12,244,1749,,
grid1750,12,246,1750,,
grid1751,12,248,1751,,
grid1752,12,250,1752,,
grid1753,12,252,1753,,
grid1754,12,254,1754,,
grid1755,12,256,1755,,
grid1756,12,258,1756,,
grid1757,12,260,1757,,
grid1758,12,262,1758,,
grid1759,12,264,1759,,
grid1760,12,266,1760,,
grid1761,12,268,1761,,
grid1762,12,270,1762,,
grid1763,12,272,1763,,
grid1764,12,274,1764,,
grid1765,12,278,1765,,
grid1766,12,280,1766,,
grid1767,12,282,1767,,
grid1768,12,284,1768,,
grid1769,12,286,1769,,
grid1770,12,290,1770,,
grid1771,12,292,1771,,
grid1772,12,294,1772,,
grid1773,12,296,1773,,
grid1774,12,298,1774,,
grid1775,12,300,1775,,
grid1776,12,302,1776,,
grid1777,12,304,1777,,
grid1778,12,306,1778,,
grid1779,12,308,1779,,
grid1780,12,310,1780,,
grid1781,12,312,1781,,
grid1782,12,314,1782,,
grid1783,12,316,1783,,
grid1784,12,318,1784,,
grid1785,12,320,1785,,
grid1786,12,322,1786,,
grid1787,12,324,1787,,
grid1788,12,326,1788,,
grid1789,12,328,1789,,
grid1790,12,330,1790,,
grid1791,12,332,1791,,
grid1792,12,334,1792,,
grid1793,12,336,1793,,
grid1794,12,338,1794,,
grid1795,12,340,1795,,
grid1796,12,342,1796,,
grid1797,12,344,1797,,
grid1798,10,52,1798,,
grid1799,10,54,1799,,
grid1800,10,56,1800,,
grid1801,10,58,1801,,
grid1802,10,60,1802,,
grid1803,10,62,1803,,
grid1804,10,64,1804,,
grid1805,10,66,1805,,
grid1806,10,68,1806,,
grid1807,10,70,1807,,
grid1808,10,72,1808,,
grid1809,10,74,1809,,
grid1810,10,76,1810,,
grid1811,10,80,1811,,
grid1812,10,82,1812,,
grid1813,10,84,1813,,
grid1814,10,86,1814,,
grid1815,10,88,1815,,
grid1816,10,90,1816,,
grid1817,10,92,1817,,
grid1818,10,94,1818,,
grid1819,10,96,1819,,
grid1820,10,98,1820,,
grid1821,10,100,1821,,
grid1822,10,102,1822,,
grid1823,10,104,1823,,
grid1824,10,108,1824,,
grid1825,10,110,1825,,
grid1826,10,112,1826,,
grid1827,10,114,1827,,
grid1828,10,116,1828,,
grid1829,10,118,1829,,
grid1830,10,120,1830,,
grid1831,10,122,1831,,
grid1832,10,124,1832,,
grid1833,10,126,1833,,
grid1834,10,128,1834,,
grid1835,10,130,1835,,
grid1836,10,132,1836,,
grid1837,10,134,1837,,
grid1838,10,136,1838,,
grid1839,10,138,1839,,
grid1840,10,140,1840,,
grid1841,10,142,1841,,
grid1842,10,144,1842,,
grid1843,10,146,1843,,
grid1844,10,148,1844,,
grid1845,10,150,1845,,
grid1846,10,152,1846,,
grid1847,10,154,1847,,
grid1848,10,156,1848,,
grid1849,10,158,1849,,
grid1850,10,160,1850,,
grid1851,10,162,1851,,
grid1852,10,164,1852,,
grid1853,10,166,1853,,
grid1854,10,168,1854,,
grid1855,10,170,1855,,
grid1856,10,172,1856,,
grid1857,10,174,1857,,
grid1858,10,176,1858,,
grid1859,10,178,1859,,
grid1860,10,180,1860,,
grid1861,10,182,1861,,
grid1862,10,184,1862,,
grid1863,10,186,1863,,
grid1864,10,188,1864,,
grid1865,10,190,1865,,
grid1866,10,192,1866,,
grid1867,10,194,1867,,
grid1868,10,196,1868,,
grid1869,10,198,1869,,
grid1870,10,200,1870,,
grid1871,10,202,1871,,
grid1872,10,204,1872,,
grid1873,10,206,1873,,
grid1874,10,208,1874,,
grid1875,10,210,1875,,
grid1876,10,212,1876,,
grid1877,10,214,1877,,
grid1878,10,216,1878,,
grid1879,10,218,1879,,
grid1880,10,220,1880,,
grid1881,10,222,1881,,
grid1882,10,224,1882,,
grid1883,10,226,1883,,
grid1884,10,228,1884,,
grid1885,10,230,1885,,
grid1886,10,232,1886,,
grid1887,10,234,1887,,
grid1888,10,236,1888,,
grid1889,10,238,1889,,
grid1890,10,240,1890,,
grid1891,10,242,1891,,
grid1892,10,244,1892,,
grid1893,10,246,1893,,
grid1894,10,248,1894,,
grid1895,10,250,1895,,
grid1896,10,252,1896,,
grid1897,10,254,1897,,
grid1898,10,256,1898,,
grid1899,10,258,1899,,
grid1900,10,260,1900,,
grid1901,10,262,1901,,
grid1902,10,264,1902,,
grid1903,10,266,1903,,
grid1904,10,268,1904,,
grid1905,10,270,1905,,
grid1906,10,272,1906,,
grid1907,10,274,1907,,
grid1908,10,276,1908,,
grid1909,10,278,1909,,
grid1910,10,280,1910,,
grid1911,10,282,1911,,
grid1912,10,284,1912,,
grid1913,10,300,1913,,
grid1914,10,302,1914,,
grid1915,10,304,1915,,
grid1916,10,306,1916,,
grid1917,10,308,1917,,
grid1918,10,310,1918,,
grid1919,10,312,1919,,
grid1920,10,314,1920,,
grid1921,10,316,1921,,
grid1922,10,318,1922,,
grid1923,10,320,1923,,
grid1924,10,322,1924,,
grid1925,10,324,1925,,
grid1926,10,326,1926,,
grid1927,10,328,1927,,
grid1928,10,330,1928,,
grid1929,10,332,1929,,
grid1930,10,334,1930,,
grid1931,10,336,1931,,
grid1932,10,338,1932,,
grid1933,10,340,1933,,
grid1934,10,342,1934,,
grid1935,10,344,1935,,
grid1936,10,346,1936,,
grid1937,8,50,1937,,
grid1938,8,52,1938,,
grid1939,8,54,1939,,
grid1940,8,56,1940,,
grid1941,8,58,1941,,
grid1942,8,60,1942,,
grid1943,8,62,1943,,
grid1944,8,64,1944,,
grid1945,8,66,1945,,
grid1946,8,68,1946,,
grid1947,8,70,1947,,
grid1948,8,72,1948,,
grid1949,8,74,1949,,
grid1950,8,76,1950,,
grid1951,8,78,1951,,
grid1952,8,80,1952,,
grid1953,8,82,1953,,
grid1954,8,84,1954,,
grid1955,8,86,1955,,
grid1956,8,88,1956,,
grid1957,8,90,1957,,
grid1958,8,92,1958,,
grid1959,8,94,1959,,
grid1960,8,96,1960,,
grid1961,8,98,1961,,
grid1962,8,100,1962,,
grid1963,8,102,1963,,
grid1964,8,104,1964,,
grid1965,8,106,1965,,
grid1966,8,108,1966,,
grid1967,8,110,1967,,
grid1968,8,112,1968,,
grid1969,8,114,1969,,
grid1970,8,116,1970,,
grid1971,8,118,1971,,
grid1972,8,120,1972,,
grid1973,8,122,1973,,
grid1974,8,124,1974,,
grid1975,8,128,1975,,
grid1976,8,130,1976,,
grid1977,8,132,1977,,
grid1978,8,134,1978,,
grid1979,8,136,1979,,
grid1980,8,138,1980,,
grid1981,8,140,1981,,
grid1982,8,142,1982,,
grid1983,8,144,1983,,
grid1984,8,146,1984,,
grid1985,8,148,1985,,
grid1986,8,150,1986,,
grid1987,8,152,1987,,
grid1988,8,154,1988,,
grid1989,8,156,1989,,
grid1990,8,158,1990,,
grid1991,8,160,1991,,
grid1992,8,162,1992,,
grid1993,8,164,1993,,
grid1994,8,166,1994,,
grid1995,8,168,1995,,
grid1996,8,170,1996,,
grid1997,8,172,1997,,
grid1998,8,174,1998,,
grid1999,8,176,1999,,
grid2000,8,178,2000,,
grid2001,8,180,2001,,
grid2002,8,182,2002,,
grid2003,8,184,2003,,
grid2004,8,186,2004,,
grid2005,8,188,2005,,
grid2006,8,190,2006,,
grid2007,8,192,2007,,
grid2008,8,194,2008,,
grid2009,8,196,2009,,
grid2010,8,198,2010,,
grid2011,8,200,2011,,
grid2012,8,202,2012,,
grid2013,8,204,2013,,
grid2014,8,206,2014,,
grid2015,8,208,2015,,
grid2016,8,210,2016,,
grid2017,8,212,2017,,
grid2018,8,214,2018,,
grid2019,8,216,2019,,
grid2020,8,218,2020,,
grid2021,8,220,2021,,
grid2022,8,222,2022,,
grid2023,8,224,2023,,
grid2024,8,226,2024,,
grid2025,8,228,2025,,
grid2026,8,230,2026,,
grid2027,8,232,2027,,
grid2028,8,234,2028,,
grid2029,8,236,2029,,
grid2030,8,238,2030,,
grid2031,8,240,2031,,
grid2032,8,242,2032,,
grid2033,8,244,2033,,
grid2034,8,246,2034,,
grid2035,8,248,2035,,
grid2036,8,250,2036,,
grid2037,8,252,2037,,
grid2038,8,254,2038,,
grid2039,8,256,2039,,
grid2040,8,258,2040,,
grid2041,8,260,2041,,
grid2042,8,262,2042,,
grid2043,8,264,2043,,
grid2044,8,266,2044,,
grid2045,8,268,2045,,
grid2046,8,270,2046,,
grid2047,8,272,2047,,
grid2048,8,274,2048,,
grid2049,8,276,2049,,
grid2050,8,278,2050,,
grid2051,8,280,2051,,
grid2052,8,282,2052,,
grid2053,8,302,2053,,
grid2054,8,304,2054,,
grid2055,8,306,2055,,
grid2056,8,308,2056,,
grid2057,8,310,2057,,
grid2058,8,312,2058,,
grid2059,8,314,2059,,
grid2060,8,316,2060,,
grid2061,8,318,2061,,
grid2062,8,320,2062,,
grid2063,8,322,2063,,
grid2064,8,324,2064,,
grid2065,8,326,2065,,
grid2066,8,328,2066,,
grid2067,8,330,2067,,
grid2068,8,332,2068,,
grid2069,8,334,2069,,
grid2070,8,336,2070,,
grid2071,8,338,2071,,
grid2072,8,340,2072,,
grid2073,8,342,2073,,
grid2074,8,344,2074,,
grid2075,8,346,2075,,
grid2076,8,348,2076,,
grid2077,6,0,2077,,
grid2078,6,2,2078,,
grid2079,6,4,2079,,
grid2080,6,6,2080,,
grid2081,6,50,2081,,
grid2082,6,52,2082,,
grid2083,6,54,2083,,
grid2084,6,56,2084,,
grid2085,6,58,2085,,
grid2086,6,60,2086,,
grid2087,6,62,2087,,
grid2088,6,64,2088,,
grid2089,6,66,2089,,
grid2090,6,68,2090,,
grid2091,6,70,2091,,
grid2092,6,72,2092,,
grid2093,6,74,2093,,
grid2094,6,76,2094,,
grid2095,6,78,2095,,
grid2096,6,80,2096,,
grid2097,6,82,2097,,
grid2098,6,84,2098,,
grid2099,6,86,2099,,
grid2100,6,88,2100,,
grid2101,6,90,2101,,
grid2102,6,92,2102,,
grid2103,6,94,2103,,
grid2104,6,96,2104,,
grid2105,6,98,2105,,
grid2106,6,100,2106,,
grid2107,6,104,2107,,
grid2108,6,106,2108,,
grid2109,6,108,2109,,
grid2110,6,110,2110,,
grid2111,6,112,2111,,
grid2112,6,114,2112,,
grid2113,6,116,2113,,
grid2114,6,120,2114,,
grid2115,6,122,2115,,
grid2116,6,124,2116,,
grid2117,6,126,2117,,
grid2118,6,128,2118,,
grid2119,6,130,2119,,
grid2120,6,132,2120,,
grid2121,6,134,2121,,
grid2122,6,136,2122,,
grid2123,6,138,2123,,
grid2124,6,140,2124,,
grid2125,6,142,2125,,
grid2126,6,144,2126,,
grid2127,6,146,2127,,
grid2128,6,148,2128,,
grid2129,6,150,2129,,
grid2130,6,152,2130,,
grid2131,6,154,2131,,
grid2132,6,156,2132,,
grid2133,6,158,2133,,
grid2134,6,160,2134,,
grid2135,6,162,2135,,
grid2136,6,164,2136,,
grid2137,6,166,2137,,
